layer,feature,recall,fuzz,combined,explanation
10,6,0.8333333333333334,0.8166666666666667,0.825,"Linking verbs (""is"", ""'s"", ""was"") in sentences, often used to establish a state or condition."
10,7,0.8166666666666667,0.7833333333333333,0.8,"Punctuation marks (commas, dashes) and conjunctions (""then"", ""so"", ""but"") that connect clauses or items in a list, often in explanatory or mathematical contexts."
10,8,0.6666666666666666,0.5666666666666667,0.6166666666666667,"Geographical locations, words related to togetherness, and suffixes (-after, -ies, -fully, -side, -here, -our) indicating a sense of place or unity."
10,9,0.55,0.5833333333333334,0.5666666666666667,"The verb ""sing"" in various contexts, often related to music or vocal performance."
10,10,0.5666666666666667,0.65,0.6083333333333334,"Part of a brand name, abbreviation, or numeral in a proper noun, often related to technology or media."
10,11,0.4666666666666667,0.4666666666666667,0.4666666666666667,"The token ""email"" or similar tokens (""post"", ""shipping"", ""customer"") in the context of online forms, subscriptions, or login credentials."
10,12,0.3,0.4,0.35,"The names of cities, specifically Osaka and Istanbul, often in the context of geographic locations or events related to those cities."
10,13,0.7,0.7333333333333333,0.7166666666666666,"The preposition ""of""."
10,14,0.65,0.6666666666666666,0.6583333333333333,"Special characters and symbols, often used in HTML, XML, or other markup languages, such as quotation marks, equals signs, and angle brackets, as well as some common words and phrases that appear in metadata or technical contexts."
10,15,-1.0,-1.0,-1.0,Feature not cached.
10,16,-1.0,-1.0,-1.0,Feature not cached.
10,17,0.5333333333333333,0.43333333333333335,0.48333333333333334,"The preposition ""of"" in phrases indicating family relationships or possession."
10,18,0.6166666666666667,0.48333333333333334,0.55,"The pronoun ""this"" preceding a hyperlink or URL, often used to direct the reader to additional information or resources."
10,19,0.45,0.45,0.45,"The word ""sexual"" in the context of abuse, assault, or exploitation."
10,20,0.3,0.16666666666666666,0.23333333333333334,"The token ""pouch"", often referring to a container or enclosure."
10,21,0.36666666666666664,0.2833333333333333,0.32499999999999996,"The adjective ""religious"" in various contexts, often related to freedom, expression, or exemptions."
10,22,-1.0,-1.0,-1.0,Feature not cached.
10,23,0.7166666666666667,0.8,0.7583333333333333,"Sentence-ending periods (.) in written text, often following a statement of death or a factual event."
10,24,0.65,0.6166666666666667,0.6333333333333333,"The word ""This"" in a formal or legal context, often preceding a statement of rights, disclaimers, or copyright information."
10,25,-1.0,-1.0,-1.0,Feature not cached.
10,26,0.6166666666666667,0.6833333333333333,0.65,"The definite article ""the"" preceding a proper noun, typically a person's name or title."
10,27,-1.0,-1.0,-1.0,Feature not cached.
10,28,0.6666666666666666,0.6333333333333333,0.6499999999999999,"Period (.) in URLs, often preceding a domain or subdomain."
10,29,-1.0,-1.0,-1.0,Feature not cached.
10,30,0.6666666666666666,0.7,0.6833333333333333,The trademark symbol (™).
10,31,0.6,0.6666666666666666,0.6333333333333333,"The phrase ""X <<times>>"" where X is a quantity (e.g. few, several, a couple, numerous), indicating repetition or frequency."
10,32,-1.0,-1.0,-1.0,Feature not cached.
10,33,0.8333333333333334,0.6833333333333333,0.7583333333333333,"Punctuation marks ("","", ""."", ""-"", ""–"") and the conjunction ""and"" in text, often used to connect or list items, especially in the context of politics and government."
10,34,0.7166666666666667,0.8,0.7583333333333333,"The token ""Score"" in various contexts, often related to ratings, evaluations, or results."
10,35,0.7333333333333333,0.5333333333333333,0.6333333333333333,"Punctuation marks, especially those used to separate clauses or items in a list, as well as proper nouns, particularly names."
10,36,0.6333333333333333,0.8166666666666667,0.725,"Ellipsis (...) or ""continue reading"" prompts, indicating a continuation or separation of text, often used to truncate or separate content."
10,37,0.65,0.7,0.675,"Nouns or phrases indicating time, location, or general categories, often used to provide context or specify a particular instance."
10,38,0.65,0.4666666666666667,0.5583333333333333,"The infinitive verb ""to"" in instructional or procedural text, often indicating a necessary action."
10,39,0.6166666666666667,0.55,0.5833333333333334,"The word ""accounting"" in a formal or technical context, often related to financial reporting, principles, or standards."
10,40,-1.0,-1.0,-1.0,Feature not cached.
10,41,0.5666666666666667,0.5333333333333333,0.55,"The colon (:) symbol, often used to indicate a ratio or separation of values, typically in the context of data or statistics."
10,42,0.75,0.8666666666666667,0.8083333333333333,"Capital city names, often at the end of a sentence or phrase, indicating a specific location."
10,43,-1.0,-1.0,-1.0,Feature not cached.
10,44,0.7166666666666667,0.8166666666666667,0.7666666666666666,"The comma (,) punctuation mark, often used to separate clauses or items in a list, typically preceding descriptive information about a person or entity."
10,45,0.75,0.8166666666666667,0.7833333333333333,"Indefinite pronouns (""some"", ""many"") used to introduce or quantify a group or subset of people."
10,46,0.7166666666666667,0.7,0.7083333333333333,"The prefix ""over-"" in a word, often indicating excess or too much of something."
10,47,0.6833333333333333,0.6666666666666666,0.675,"Non-ASCII characters, diacritics, or special characters, often in the context of non-English words or brand names."
10,48,0.5,0.55,0.525,"The word ""die"" in various contexts, including as a prefix in compound adjectives (""die-hard""), as a noun referring to a metal stamp or mold, or as part of a phrase (""die cut"")."
10,49,0.6166666666666667,0.8,0.7083333333333334,"Past tense or past participle verb forms, often indicating a desired or sought-after state."
